timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-07T23:53:09,traffic-signs-detection,27f514d9-0929-48eb-8924-6b8de9071fb3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0909758339985273,9.926126134609133e-08,1.0910728375152688e-06,22.5,0.0,0.3003630638122558,5.636150814098073e-07,0.0,6.688057608241066e-09,5.703031390180484e-07,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-07T23:54:19,traffic-signs-detection,6a2a23c2-db48-4073-a694-5d59e43e9f3f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.4918787429924123,1.643919602699042e-06,1.1019123440298275e-06,22.5,0.0,0.3004088401794433,9.317909699893787e-06,0.0,1.2718999961233945e-07,9.44509969950613e-06,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:28:55,traffic-signs-detection,287c8db0-2ca2-4879-8902-0921af7eea23,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4155609200000185,4.570105556587482e-07,1.0997438249456369e-06,22.5,0.0,0.3002185821533203,2.591838774999999e-06,0.0,3.3904147486345024e-08,2.625742922486344e-06,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:40:08,traffic-signs-detection,fd55ca1d-0ab6-401c-8312-412e929ce97a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3447110820000034,3.790095172418242e-07,1.0994990791790689e-06,22.5,0.0,0.3007678985595703,2.14935082500034e-06,0.0,2.8239047115857664e-08,2.177589872116197e-06,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:40:46,traffic-signs-detection,4b6196c8-323d-4077-8129-6cbdc886f043,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0123852799999895,1.2423444212363103e-08,1.003081417002573e-06,22.5,0.0,0.2999367713928222,7.133034375002012e-08,0.0,4.824982862452551e-11,7.137859357864465e-08,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:41:13,traffic-signs-detection,9e4c9756-9600-4a78-b0ce-f2652c68e3fd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.114354225999932,3.423039179342477e-06,1.0991168412268308e-06,22.5,0.0,0.314450740814209,1.940215249374972e-05,0.0,2.648350347907958e-07,1.966698752854052e-05,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:48:03,traffic-signs-detection,43d00b8f-04db-4be9-8d94-445fa4b9ae24,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3485011210000266,3.82168754311672e-07,1.0966069584368503e-06,22.5,0.0,0.3004345893859863,2.1677492437504496e-06,0.0,2.7991947353669663e-08,2.1957411911041194e-06,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:49:19,traffic-signs-detection,228a9aa8-e65a-45c3-a56a-f34eef14b88a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0882027309999105,1.199630081455036e-06,1.102395764392853e-06,22.5,0.0,0.3149828910827636,6.793865062499548e-06,0.0,9.85801052972699e-08,6.892445167796818e-06,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:50:15,traffic-signs-detection,0bff18b2-42fb-4720-98bf-e3e0a39b4c06,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4371885069999734,4.799331315672321e-07,1.0977716108334504e-06,22.5,0.0,0.3007764816284179,2.7217854374995906e-06,0.0,3.5658581846758314e-08,2.757444019346349e-06,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
2024-10-08T08:54:59,traffic-signs-detection,621d1f5b-cf55-4c00-9d74-4bc65fb95577,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7407037820000824,8.157666796865699e-07,1.1013399681635204e-06,22.5,0.0,0.3025002479553222,4.625271806250452e-06,0.0,6.169561510300814e-08,4.6869674213534606e-06,Spain,ESP,catalonia,,,Linux-5.4.0-196-generic-x86_64-with-glibc2.31,3.10.15,2.7.1,1,"Intel Core Processor (Broadwell, no TSX, IBRS)",,,2.0997,41.3954,3.8282470703125,process,N,1.0
